Price,Close,High,Low,Open,Volume
Ticker,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS
Date,,,,,
2018-01-01,562.4501342773438,566.7269312915722,557.4771003756873,560.7592906095845,6943234
2018-01-02,556.4824829101562,565.5333801549897,553.349447329879,563.9420336194077,6292268
2018-01-03,557.4273681640625,562.4004019406962,552.7527042728311,558.2727596236988,3990149
2018-01-04,556.8803100585938,561.9527798956155,554.9905330650504,561.8035646097136,2766664
2018-01-05,560.2122802734375,562.9474489742843,553.6976178726169,558.0241331715638,3249056
2018-01-08,562.4004516601562,564.9366869692616,559.4166311303891,562.7485397729022,3770339
2018-01-09,562.2512817382812,569.9097671907685,559.9636979553276,560.9583048788717,4607504
2018-01-10,559.7646484375,563.6436389179306,557.4273469338921,563.0966173645305,2411625
2018-01-11,555.7365112304688,560.1128051314978,550.5645440854282,558.9689831078718,2825921
2018-01-12,552.1061401367188,560.3614240909386,549.5201870681991,557.1786705947787,6013121
2018-01-15,557.52685546875,561.4058464511327,553.3992734808139,553.6976433934624,3943472
2018-01-16,560.1625366210938,563.8425937562093,552.8024223508627,559.9138849323155,5993564
2018-01-17,582.0438842773438,586.1217476842179,557.9743887019464,561.0079271588629,8453944
2018-01-18,581.6460571289062,593.9294877992226,575.4794826938064,592.7856656719925,9466991
2018-01-19,587.066650390625,590.7964258060673,578.0654711958867,581.7455284136526,3897048
2018-01-22,608.2517700195312,618.396771414328,580.0049736193691,592.7359283846521,21790443
2018-01-23,616.7556762695312,624.2152275582579,608.1523635401234,613.0756795318797,14286343
2018-01-24,604.6712646484375,618.5460427613035,603.0301390145553,618.5460427613035,6158610
2018-01-25,612.7772216796875,615.9102573640935,595.3716027796122,606.7101445169109,6749846
2018-01-29,602.2841186523438,617.5513690263582,600.3944022091035,611.2355796004766,7017160
2018-01-30,590.5477905273438,604.1739158983921,589.2548138219119,602.3338568853704,6447963
2018-01-31,590.3985595703125,592.7856401216508,583.9833944123036,586.1217625629798,7108060
2018-02-01,589.6028442382812,606.7100917535098,582.9389671548754,590.3985174633202,7839731
2018-02-02,561.8533935546875,584.6298523627078,558.2727727278772,584.6298523627078,6185174
2018-02-05,563.1961059570312,565.5831865825533,544.5472282763349,548.1277885086357,9318595
2018-02-06,560.6598510742188,573.937827234892,531.120017722608,540.071478695461,13938327
2018-02-07,556.3333129882812,571.5508462410837,553.0014043487892,564.9366864570364,7679830
