Price,Close,High,Low,Open,Volume
Ticker,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS
Date,,,,,
2018-01-01,298.0550842285156,301.6090883967305,296.9024556188063,301.6090883967305,7739502
2018-01-02,297.47869873046875,299.3997751722198,295.36550291922254,298.67937150656314,7046560
2018-01-03,302.5696105957031,303.86634336091754,300.1682644798642,300.1682644798642,8898342
2018-01-04,302.2814636230469,303.1939575676422,299.2077288406133,302.5215982368836,6385367
2018-01-05,300.55242919921875,302.7136403813511,299.30374113041887,302.0412811571138,6366054
2018-01-08,301.75311279296875,305.6433106469236,300.2642900955106,301.1287687363993,7329648
2018-01-09,300.2643127441406,303.33801806729184,298.4873108234796,302.3774796575622,9190909
2018-01-10,299.6879577636719,300.60048089885055,298.2951654654104,300.2162421177416,6736971
2018-01-11,297.28662109375,300.1682361608946,296.37409793049915,300.1682361608946,8366713
2018-01-12,305.16302490234375,306.21959356531465,297.3826589303541,297.3826589303541,11699345
2018-01-15,316.3052673339844,317.6500444763466,307.6124069806947,308.1406913485483,30242005
2018-01-16,320.9158935546875,327.30346821627637,313.66381086022415,316.7375455445844,26707100
2018-01-17,329.70477294921875,330.61729606362,320.8678088243847,320.8678088243847,43305353
2018-01-18,332.4903259277344,339.2621385153469,329.46463615226185,336.1884042370019,31504669
2018-01-19,339.6463317871094,340.99107947731744,327.3514245729043,333.7390273996696,18812611
2018-01-22,337.62921142578125,338.97395917904134,331.19359310998306,338.49369003049827,15269782
2018-01-23,348.0030212402344,350.0682020766786,336.6206656109933,336.6206656109933,22485663
2018-01-24,338.8299255371094,345.02541003270636,337.9174023184907,343.6326176070897,12815095
2018-01-25,346.56219482421875,350.40434789017814,336.8607817833125,338.5897389376736,30183655
2018-01-29,343.53656005859375,351.2689119277633,341.5674680228689,345.79383120830926,17855095
2018-01-30,339.3101501464844,342.72004934266386,336.66866985518124,342.72004934266386,13358981
2018-01-31,339.02203369140625,339.9825720735173,330.0409939560072,335.08382046209005,22638319
2018-02-01,332.5384216308594,341.8556269662827,330.23310591050466,333.83512508192507,29472295
2018-02-02,321.8763732910156,330.13700809991235,320.5316256042885,329.03236566227474,16957983
2018-02-05,316.68951416015625,321.0599520438076,314.14406401417625,314.6723777087384,17339547
2018-02-06,317.6500244140625,324.61392702063455,300.64848494580013,302.8096960995639,18491736
2018-02-07,319.4270324707031,323.1251111649826,316.8816115791334,322.11655757259075,11819190
2018-02-08,320.67572021484375,325.0461577940079,316.4973727094334,319.4270028255805,10294899
2018-02-09,313.85589599609375,315.6809129410615,309.917683022235,312.174953936436,9493398
2018-02-12,313.3756103515625,316.2092099712498,310.49399554373207,315.87301571434256,8356351
2018-02-14,306.36370849609375,314.09603023684775,304.0583930804101,314.09603023684775,15189066
2018-02-15,315.680908203125,318.7065980024368,309.4374092181026,309.4374092181026,23779772
2018-02-16,308.3808288574219,320.81981234896864,306.2196175466878,317.3138531964387,17585994
2018-02-19,307.1321105957031,316.59341837976353,302.7616732101232,316.49735869049,19044107
2018-02-20,304.73077392578125,311.4065267977821,303.81825082069827,307.85252338286176,16030558
2018-02-21,306.6038513183594,308.0446588352439,303.24196711229536,306.4117319241198,9974873
2018-02-22,305.78741455078125,306.6999084697982,301.5610513283861,304.49068180975036,25530698
2018-02-23,310.01373291015625,311.26242096108075,305.7873702993707,306.45972951398306,7949765
2018-02-26,314.14404296875,314.86444670218697,310.3979494175385,312.1749511560102,7133735
2018-02-27,309.4374084472656,314.1440402692819,307.03606268977745,314.0960250794532,9623651
2018-02-28,300.8886413574219,304.49066020846846,298.82348974548273,302.71365837929125,17481687
2018-03-01,292.91619873046875,301.609059582279,292.24381012072735,300.31232687109525,18986889
2018-03-05,291.3793029785156,294.4049928004271,287.4891052246554,292.43590098499504,14456193
2018-03-06,283.4068298339844,295.5576634718002,282.5903956831182,295.2694843774025,18951451
2018-03-07,275.3863525390625,282.20615127111074,274.08961992335486,281.72588210331554,31472773
2018-03-08,285.23187255859375,286.24042609299585,277.83571559529884,278.79625393789274,21413552
2018-03-09,281.1495666503906,287.68121523764404,279.2284900878688,287.20094609701357,12489587
2018-03-12,288.785888671875,289.9865617740475,282.15817901054425,283.9351810644212,12163952
2018-03-13,292.3398742675781,294.88529522033673,287.77731676824067,288.25758597869725,15966647
2018-03-14,293.9727783203125,295.3175555891704,286.0483361772755,291.1872227023912,12964285
2018-03-15,289.5542907714844,293.68459385756955,288.54570793885654,293.68459385756955,13282019
2018-03-16,286.3365173339844,289.93853651552564,285.6641286947738,289.3622075838176,28835112
2018-03-19,282.9265441894531,288.161489643294,279.7567795286979,286.3364727382136,13601784
2018-03-20,280.4772033691406,285.4720146065157,278.79626122566117,281.4377417368432,10880002
2018-03-21,277.7877197265625,283.40684597096356,276.01071780649363,283.3588307758155,13618228
2018-03-22,272.0724792480469,278.2199186358275,269.8152083324898,278.075843750431,24593489
2018-03-23,264.67633056640625,266.88558635896493,262.75525386677475,266.16518259660313,31922568
2018-03-26,270.5356140136719,271.9764215045808,265.0605631362,265.2046380226302,24618534
2018-03-27,272.6968078613281,275.9626321031467,270.29546219627014,273.2731366836024,22377328
2018-03-28,267.3658447265625,272.1204917779783,266.1651718378257,271.83234201000266,27172599
2018-04-02,251.51698303222656,263.04344370068094,248.58732335767786,262.2269802073377,73359584
2018-04-03,259.39337158203125,260.7861639250003,251.08472065665805,251.08472065665805,40773239
2018-04-04,258.0486145019531,262.51511183935,255.0229246484458,256.7038667129836,33486876
2018-04-05,267.6539611816406,268.95069360274226,257.1360855733701,257.2321159418745,26759108
2018-04-06,269.5750732421875,271.78432896286546,266.0691142420913,267.4138620254196,31577015
2018-04-09,269.7671813964844,272.2645867834031,263.5236825858386,266.78950687028527,31712527
2018-04-10,277.4034423828125,282.830507092841,268.03819419183503,268.4224329528756,44741783
2018-04-11,273.3211364746094,276.5389453471789,271.2079699963801,276.39487047805187,16811454
2018-04-12,275.4343566894531,278.460046462614,272.36062241345644,274.0415644333572,22954325
2018-04-13,276.8751525878906,279.61269248307644,274.52182213285516,276.635018023634,17497198
2018-04-16,276.2508544921875,277.5475872173309,272.8889700339005,273.7534487462274,16874313
2018-04-17,280.2370910644531,281.6778987305943,275.48241404086457,276.25086238412405,15406113
2018-04-18,278.60418701171875,283.2628047132865,277.5956332873825,282.1101760730893,20755245
2018-04-19,278.171875,279.516622648363,275.96261950105344,279.516622648363,17282341
2018-04-20,271.015869140625,278.7001753608139,268.6625679486733,277.835696773703,19745690
2018-04-23,268.3743896484375,271.64021393873963,264.388161647923,268.9507184792678,11620499
2018-04-24,272.8889465332031,275.29029236803717,268.3263894470184,268.3263894470184,15412234
2018-04-25,267.8941345214844,274.3777682525456,265.92504266922424,272.84090106104077,7961352
2018-04-26,267.84613037109375,269.33495311946047,264.48424607566784,268.75862423472654,14112673
2018-04-27,276.5389709472656,280.189034078414,265.1085710300091,266.4533187885153,16488361
2018-04-30,272.9850158691406,279.51666504521904,271.1599695195762,277.5475731164423,9737559
